date,symbol,action,source
2022-05-04,OMAXE,OUT,snapshot_diff
2013-04-01,ONELIFECAP,IN,nse_inclexcl
2013-09-27,ONELIFECAP,OUT,nse_inclexcl
2026-05-30,ONESOURCE,IN,snapshot_diff
2002-06-06,ONGC,IN,nse_inclexcl
1998-08-01,ONIDA,IN,nse_inclexcl
2012-09-28,ONIDA,OUT,nse_inclexcl
2002-05-21,ONWARDTEC,IN,nse_inclexcl
2007-09-24,ONWARDTEC,OUT,nse_inclexcl
1998-08-01,ORCHIDPHAR,IN,nse_inclexcl
2015-09-28,ORCHIDPHAR,OUT,nse_inclexcl
2015-09-28,ORIENTCEM,IN,nse_inclexcl
2022-05-04,ORIENTCEM,OUT,snapshot_diff
2019-03-29,ORIENTELEC,IN,nse_inclexcl
2026-05-30,ORIENTELEC,OUT,snapshot_diff
1998-08-01,ORIENTHOT,IN,nse_inclexcl
2013-04-01,ORIENTHOT,OUT,nse_inclexcl
1998-08-01,ORIENTPPR,IN,nse_inclexcl
2013-03-07,ORIENTPPR,OUT,nse_inclexcl
2022-05-04,ORIENTREF,OUT,snapshot_diff
1998-08-01,OSWALAGRO,IN,nse_inclexcl
2002-03-29,OSWALAGRO,OUT,nse_inclexcl
1998-08-01,OSWALGREEN,IN,nse_inclexcl
2004-03-15,OSWALGREEN,OUT,nse_inclexcl
2007-09-24,OSWALGREEN,IN,nse_inclexcl
2016-04-01,OSWALGREEN,OUT,nse_inclexcl
2001-06-20,PADMINPOLY,IN,nse_inclexcl
2003-01-21,PADMINPOLY,OUT,nse_inclexcl
2011-10-10,PAGEIND,IN,nse_inclexcl
2012-05-21,PAISALO,IN,nse_inclexcl
2016-04-01,PAISALO,OUT,nse_inclexcl
2000-12-20,PANACEABIO,IN,nse_inclexcl
2012-04-27,PANACEABIO,OUT,nse_inclexcl
2026-05-30,PARADEEP,IN,snapshot_diff
2017-03-31,PARAGMILK,IN,nse_inclexcl
2020-06-26,PARAGMILK,OUT,nse_inclexcl
2007-04-30,PARSVNATH,IN,nse_inclexcl
2016-09-30,PARSVNATH,OUT,nse_inclexcl
1998-08-01,PATANJALI,IN,nse_inclexcl
2017-09-29,PATANJALI,OUT,nse_inclexcl
2022-10-09,PATANJALI,IN,snapshot_diff
2005-06-29,PATELENG,IN,nse_inclexcl
2016-04-01,PATELENG,OUT,nse_inclexcl
2002-09-19,PAVCI,IN,nse_inclexcl
2002-11-11,PAVCI,OUT,nse_inclexcl
2022-05-04,PAYTM,IN,snapshot_diff
1998-08-01,PCBL,IN,nse_inclexcl
2002-01-17,PCBL,OUT,nse_inclexcl
2018-09-28,PCBL,IN,nse_inclexcl
2022-05-04,PCBL,IN,snapshot_diff
2016-04-01,PCJEWELLER,IN,nse_inclexcl
2020-06-26,PCJEWELLER,OUT,nse_inclexcl
1998-08-01,PEL,IN,nse_inclexcl
2008-02-15,PEL,OUT,nse_inclexcl
2009-03-27,PEL,IN,nse_inclexcl
2022-10-09,PEL,OUT,snapshot_diff
2023-04-04,PEL,IN,snapshot_diff
2026-05-30,PEL,OUT,snapshot_diff
2015-03-27,PENIND,IN,nse_inclexcl
2016-04-01,PENIND,OUT,nse_inclexcl
1998-08-01,PENINLAND,IN,nse_inclexcl
2004-12-10,PENINLAND,OUT,nse_inclexcl
2010-02-24,PENINLAND,IN,nse_inclexcl
2016-04-01,PENINLAND,OUT,nse_inclexcl
2000-12-13,PENTACOMMU,IN,nse_inclexcl
2006-09-13,PENTACOMMU,OUT,nse_inclexcl
1998-08-01,PENTSFWARE,IN,nse_inclexcl
2006-09-13,PENTSFWARE,OUT,nse_inclexcl
2011-10-10,PERSISTENT,IN,nse_inclexcl
2004-12-10,PETRONET,IN,nse_inclexcl
2007-09-24,PFC,IN,nse_inclexcl
1998-08-01,PFIZER,IN,nse_inclexcl
2012-09-28,PFOCUS,IN,nse_inclexcl
2015-03-27,PFOCUS,OUT,nse_inclexcl
2026-07-25,PFOCUS,IN,snapshot_diff
2026-05-30,PGEL,IN,snapshot_diff
1998-08-01,PGHH,IN,nse_inclexcl
2003-04-01,PGHH,OUT,nse_inclexcl
2004-12-10,PGHH,IN,nse_inclexcl
2026-05-30,PGHH,OUT,snapshot_diff
1998-08-01,PGHL,IN,nse_inclexcl
2023-04-04,PGHL,OUT,snapshot_diff
2024-02-26,PGHL,IN,snapshot_diff
2026-05-30,PGHL,OUT,snapshot_diff
2008-02-15,PGIL,IN,nse_inclexcl
2011-03-25,PGIL,OUT,nse_inclexcl
1999-12-08,PHARMACIA,IN,nse_inclexcl
2005-03-04,PHARMACIA,OUT,nse_inclexcl
2022-05-04,PHILIPCARB,OUT,snapshot_diff
1998-08-01,PIDILITIND,IN,nse_inclexcl
1998-08-01,PIIND,IN,nse_inclexcl
2002-04-23,PIIND,OUT,nse_inclexcl
2014-03-28,PIIND,IN,nse_inclexcl
1998-08-01,PILITA,IN,nse_inclexcl
1999-05-26,PILITA,OUT,nse_inclexcl
2026-05-30,PINELABS,IN,snapshot_diff
2026-05-30,PIRAMALFIN,IN,snapshot_diff
2003-03-27,PNB,IN,nse_inclexcl
2002-03-29,PNBGILTS,IN,nse_inclexcl
2011-10-10,PNBGILTS,OUT,nse_inclexcl
2017-05-26,PNBHOUSING,IN,nse_inclexcl
2002-05-14,PNC,IN,nse_inclexcl
2007-04-04,PNC,OUT,nse_inclexcl
2015-10-19,PNCINFRA,IN,nse_inclexcl
2026-05-30,PNCINFRA,OUT,snapshot_diff
2000-05-24,POLARIS,IN,nse_inclexcl
2014-09-19,POLARIS,OUT,nse_inclexcl
2016-04-01,POLARIS,IN,nse_inclexcl
2018-02-05,POLARIS,OUT,nse_inclexcl
2022-05-04,POLICYBZR,IN,snapshot_diff
2019-09-27,POLYCAB,IN,nse_inclexcl
2020-06-26,POLYMED,IN,nse_inclexcl
2022-05-04,POLYPLEX,IN,snapshot_diff
2026-05-30,POLYPLEX,OUT,snapshot_diff
2013-09-27,POONAWALLA,IN,nse_inclexcl
2020-06-26,POONAWALLA,OUT,nse_inclexcl
2022-05-04,POONAWALLA,IN,snapshot_diff
2008-03-14,POWERGRID,IN,nse_inclexcl
2022-05-04,POWERINDIA,IN,snapshot_diff
2023-04-04,PPLPHARMA,IN,snapshot_diff
2003-05-02,PRAJIND,IN,nse_inclexcl
2026-05-30,PRAJIND,OUT,snapshot_diff
1998-08-01,PRAKASH,IN,nse_inclexcl
1999-05-26,PRAKASH,OUT,nse_inclexcl
2012-04-27,PRAKASH,IN,nse_inclexcl
2016-04-01,PRAKASH,OUT,nse_inclexcl
1998-08-01,PREMIER,IN,nse_inclexcl
2000-05-24,PREMIER,OUT,nse_inclexcl
2026-05-30,PREMIERENE,IN,snapshot_diff
2011-05-03,PRESTIGE,IN,nse_inclexcl
2002-09-19,PRICOLLTD,IN,nse_inclexcl
2011-10-10,PRICOLLTD,OUT,nse_inclexcl
1998-08-01,PRIMESECU,IN,nse_inclexcl
1999-12-08,PRIMESECU,OUT,nse_inclexcl
2022-05-04,PRINCEPIPE,IN,snapshot_diff
2026-05-30,PRINCEPIPE,OUT,snapshot_diff
2022-05-04,PRIVISCL,IN,snapshot_diff
2023-04-04,PRIVISCL,OUT,snapshot_diff
2002-03-29,PRSMJOHNSN,IN,nse_inclexcl
2002-09-19,PRSMJOHNSN,OUT,nse_inclexcl
2003-01-21,PRSMJOHNSN,IN,nse_inclexcl
2026-05-30,PRSMJOHNSN,OUT,snapshot_diff
2002-09-19,PSL,IN,nse_inclexcl
2014-03-28,PSL,OUT,nse_inclexcl
2009-10-22,PTC,IN,nse_inclexcl
2022-05-04,PTC,OUT,snapshot_diff
1998-08-01,PTCIL,IN,nse_inclexcl
1998-10-07,PTCIL,OUT,nse_inclexcl
2026-05-30,PTCIL,IN,snapshot_diff
1998-08-01,PUNJABCHEM,IN,nse_inclexcl
1998-08-01,PUNJABCHEM,IN,nse_inclexcl
2002-03-29,PUNJABCHEM,OUT,nse_inclexcl
2009-03-27,PURVA,IN,nse_inclexcl
2016-09-30,PURVA,OUT,nse_inclexcl
1999-05-26,PVP,IN,nse_inclexcl
2011-03-25,PVP,OUT,nse_inclexcl
2024-02-26,PVR,OUT,snapshot_diff
2013-03-19,PVRINOX,IN,nse_inclexcl
2024-02-26,PVRINOX,IN,snapshot_diff
2026-05-30,PWL,IN,snapshot_diff
2017-03-31,QUESS,IN,nse_inclexcl
2026-05-30,QUESS,OUT,snapshot_diff
2005-04-20,RADICO,IN,nse_inclexcl
1998-08-01,RAILTEL,IN,nse_inclexcl
2001-08-31,RAILTEL,OUT,nse_inclexcl
2022-05-04,RAILTEL,IN,snapshot_diff
2022-10-09,RAILTEL,OUT,snapshot_diff
2026-05-30,RAILTEL,IN,snapshot_diff
2002-07-09,RAIN,IN,nse_inclexcl
2004-03-15,RAIN,OUT,nse_inclexcl
2014-06-30,RAIN,IN,nse_inclexcl
2026-05-30,RAIN,OUT,snapshot_diff
2023-04-04,RAINBOW,IN,snapshot_diff
2005-09-26,RAJESHEXPO,IN,nse_inclexcl
2026-05-30,RAJESHEXPO,OUT,snapshot_diff
2013-11-18,RAJTV,IN,nse_inclexcl
2015-03-27,RAJTV,OUT,nse_inclexcl
1999-09-08,RALLIS,IN,nse_inclexcl
2026-05-30,RALLIS,OUT,snapshot_diff
2004-12-10,RAMANEWS,IN,nse_inclexcl
2006-08-02,RAMANEWS,OUT,nse_inclexcl
1998-08-01,RAMCOCEM,IN,nse_inclexcl
2000-09-03,RAMCOIND,IN,nse_inclexcl
2015-09-28,RAMCOIND,OUT,nse_inclexcl
2001-04-25,RAMCOSYS,IN,nse_inclexcl
2011-03-25,RAMCOSYS,OUT,nse_inclexcl
2016-04-01,RAMCOSYS,IN,nse_inclexcl
2018-09-28,RAMCOSYS,OUT,nse_inclexcl
2014-09-19,RATNAMANI,IN,nse_inclexcl
2016-09-30,RATNAMANI,OUT,nse_inclexcl
2017-03-31,RATNAMANI,IN,nse_inclexcl
2017-09-29,RATNAMANI,OUT,nse_inclexcl
2019-09-27,RATNAMANI,IN,nse_inclexcl
2026-05-30,RATNAMANI,OUT,snapshot_diff
1998-08-01,RAYMOND,IN,nse_inclexcl
2022-05-04,RAYMOND,OUT,snapshot_diff
2022-10-09,RAYMOND,IN,snapshot_diff
2026-05-30,RAYMOND,OUT,snapshot_diff
1998-08-01,RAYMONDSYN,IN,nse_inclexcl
2001-04-25,RAYMONDSYN,OUT,nse_inclexcl
2022-05-04,RBA,IN,snapshot_diff
2026-05-30,RBA,OUT,snapshot_diff
2017-01-23,RBLBANK,IN,nse_inclexcl
1998-08-01,RCF,IN,nse_inclexcl
2026-05-30,RCF,OUT,snapshot_diff
2006-07-10,RCOM,IN,nse_inclexcl
2019-09-27,RCOM,OUT,nse_inclexcl
1998-08-01,RECKCOLMAN,IN,nse_inclexcl
2003-03-27,RECKCOLMAN,OUT,nse_inclexcl
2008-09-10,RECLTD,IN,nse_inclexcl
2009-10-22,REDINGTON,IN,nse_inclexcl
2003-09-11,REGENCERAM,IN,nse_inclexcl
2006-03-02,REGENCERAM,OUT,nse_inclexcl
2016-04-01,RELAXO,IN,nse_inclexcl
2017-09-29,RELAXO,OUT,nse_inclexcl
2017-11-13,RELAXO,IN,nse_inclexcl
2026-05-30,RELAXO,OUT,snapshot_diff
1998-08-01,RELIANCE,IN,nse_inclexcl
2008-12-03,RELIGARE,IN,nse_inclexcl
2016-04-01,RELIGARE,OUT,nse_inclexcl
2016-09-30,RELIGARE,IN,nse_inclexcl
2018-09-28,RELIGARE,OUT,nse_inclexcl
1998-08-01,RELINFRA,IN,nse_inclexcl
2020-06-26,RELINFRA,OUT,nse_inclexcl
2002-03-29,RELMEDIA,IN,nse_inclexcl
2009-07-31,RELMEDIA,OUT,nse_inclexcl
2011-02-08,RELMEDIA,IN,nse_inclexcl
2012-09-28,RELMEDIA,OUT,nse_inclexcl
2006-04-13,RENUKA,IN,nse_inclexcl
2026-05-30,RENUKA,OUT,snapshot_diff
2014-09-19,REPCOHOME,IN,nse_inclexcl
2022-05-04,REPCOHOME,OUT,snapshot_diff
2019-12-26,RESPONIND,IN,nse_inclexcl
2020-06-26,RESPONIND,OUT,nse_inclexcl
2018-04-02,RHFL,IN,nse_inclexcl
2019-09-27,RHFL,OUT,nse_inclexcl
2019-09-27,RHIM,IN,nse_inclexcl
2022-05-04,RHIM,IN,snapshot_diff
1998-08-01,RICOAUTO,IN,nse_inclexcl
1999-09-08,RICOAUTO,OUT,nse_inclexcl
2003-03-05,RICOAUTO,IN,nse_inclexcl
2011-10-10,RICOAUTO,OUT,nse_inclexcl
2015-09-28,RICOAUTO,IN,nse_inclexcl
2016-04-01,RICOAUTO,OUT,nse_inclexcl
1998-08-01,RIIL,IN,nse_inclexcl
2017-09-29,RIIL,OUT,nse_inclexcl
2018-12-28,RITES,IN,nse_inclexcl
2016-04-01,RKFORGE,IN,nse_inclexcl
2019-09-27,RKFORGE,OUT,nse_inclexcl
2026-05-30,RKFORGE,IN,snapshot_diff
2019-03-29,RNAVAL,OUT,nse_inclexcl
2000-11-29,ROOFITIND,IN,nse_inclexcl
2003-03-17,ROOFITIND,OUT,nse_inclexcl
2022-05-04,ROSSARI,IN,snapshot_diff
2026-05-30,ROSSARI,OUT,snapshot_diff
2022-05-04,ROUTE,IN,snapshot_diff
2026-05-30,ROUTE,OUT,snapshot_diff
1998-08-01,RPGCABLES,IN,nse_inclexcl
2004-12-10,RPGCABLES,OUT,nse_inclexcl
1998-08-01,RPGTLTD,IN,nse_inclexcl
2002-04-23,RPGTLTD,OUT,nse_inclexcl
2008-09-10,RPOWER,IN,nse_inclexcl
2020-06-26,RPOWER,OUT,nse_inclexcl
2026-05-30,RPOWER,IN,snapshot_diff
2026-05-30,RRKABEL,IN,snapshot_diff
2001-01-10,RSSOFTWARE,IN,nse_inclexcl
2004-12-10,RSSOFTWARE,OUT,nse_inclexcl
1998-08-01,RSWM,IN,nse_inclexcl
2009-04-17,RSWM,OUT,nse_inclexcl
2022-05-04,RTNINDIA,IN,snapshot_diff
2026-05-30,RTNINDIA,OUT,snapshot_diff
2011-10-10,RTNPOWER,IN,nse_inclexcl
2015-09-28,RTNPOWER,OUT,nse_inclexcl
2016-04-01,RTNPOWER,IN,nse_inclexcl
2018-09-28,RTNPOWER,OUT,nse_inclexcl
2017-09-29,RUPA,IN,nse_inclexcl
2019-09-27,RUPA,OUT,nse_inclexcl
2023-04-04,RUSTOMJEE,IN,snapshot_diff
2024-02-26,RUSTOMJEE,OUT,snapshot_diff
2019-09-27,RVNL,IN,nse_inclexcl
2011-03-25,SADBHAV,IN,nse_inclexcl
2022-05-04,SADBHAV,OUT,snapshot_diff
2016-04-01,SADBHIN,IN,nse_inclexcl
2016-09-30,SADBHIN,OUT,nse_inclexcl
2018-04-02,SADBHIN,IN,nse_inclexcl
2019-03-29,SADBHIN,OUT,nse_inclexcl
2024-02-26,SAFARI,IN,snapshot_diff
2026-05-30,SAFARI,OUT,snapshot_diff
2026-05-30,SAGILITY,IN,snapshot_diff
1998-08-01,SAIL,IN,nse_inclexcl
2026-05-30,SAILIFE,IN,snapshot_diff
1998-08-01,SAKHTISUG,IN,nse_inclexcl
2011-10-10,SAKHTISUG,OUT,nse_inclexcl
2014-03-28,SAMMAANCAP,IN,nse_inclexcl
2026-05-30,SAMMAANCAP,IN,snapshot_diff
2000-12-13,SANDESH,IN,nse_inclexcl
2009-03-27,SANDESH,OUT,nse_inclexcl
1998-08-01,SANOFI,IN,nse_inclexcl
2026-05-30,SANOFI,OUT,snapshot_diff
2022-05-04,SAPPHIRE,IN,snapshot_diff
2026-05-30,SARDAEN,IN,snapshot_diff
2000-05-10,SAREGAMA,IN,nse_inclexcl
2011-03-25,SAREGAMA,OUT,nse_inclexcl
2022-05-04,SAREGAMA,IN,snapshot_diff
2023-04-04,SAREGAMA,OUT,snapshot_diff
2024-02-26,SAREGAMA,IN,snapshot_diff
1998-08-01,SAURASHCEM,IN,nse_inclexcl
2001-12-07,SAURASHCEM,OUT,nse_inclexcl
2026-05-30,SBFC,IN,snapshot_diff
2020-07-31,SBICARD,IN,nse_inclexcl
2022-05-04,SBICARD,IN,snapshot_diff
2018-04-02,SBILIFE,IN,nse_inclexcl
1998-08-01,SBIN,IN,nse_inclexcl
1998-08-01,SCHAEFFLER,IN,nse_inclexcl
2016-01-18,SCHNEIDER,IN,nse_inclexcl
2018-04-02,SCHNEIDER,OUT,nse_inclexcl
2020-06-26,SCHNEIDER,IN,nse_inclexcl
2022-05-04,SCHNEIDER,OUT,snapshot_diff
2026-05-30,SCHNEIDER,IN,snapshot_diff
1998-08-01,SCI,IN,nse_inclexcl
2019-09-27,SCI,OUT,nse_inclexcl
2020-06-26,SCI,IN,nse_inclexcl
2023-04-04,SCI,OUT,snapshot_diff
2026-05-30,SCI,IN,snapshot_diff
2000-12-13,SEAMECLTD,IN,nse_inclexcl
2011-10-10,SEAMECLTD,OUT,nse_inclexcl
2016-04-01,SECURKLOUD,IN,nse_inclexcl
2019-03-29,SECURKLOUD,OUT,nse_inclexcl
2022-10-09,SEQUENT,OUT,snapshot_diff
1998-08-01,SESHAPAPER,IN,nse_inclexcl
2009-10-22,SESHAPAPER,OUT,nse_inclexcl
2017-06-23,SFL,IN,nse_inclexcl
2018-09-28,SFL,OUT,nse_inclexcl
2018-12-28,SFL,IN,nse_inclexcl
2023-04-04,SFL,OUT,snapshot_diff
2024-02-26,SFL,IN,snapshot_diff
2026-05-30,SFL,OUT,snapshot_diff
2018-04-02,SHANKARA,IN,nse_inclexcl
2019-09-27,SHANKARA,OUT,nse_inclexcl
2002-07-09,SHANTIGEAR,IN,nse_inclexcl
2016-04-01,SHANTIGEAR,OUT,nse_inclexcl
2016-04-01,SHARDACROP,IN,nse_inclexcl
2018-04-02,SHARDACROP,OUT,nse_inclexcl
2019-03-29,SHARDACROP,IN,nse_inclexcl
2019-09-27,SHARDACROP,OUT,nse_inclexcl
2022-10-09,SHARDACROP,IN,snapshot_diff
2026-05-30,SHARDACROP,OUT,snapshot_diff
2000-02-16,SHASUNPHAR,IN,nse_inclexcl
2015-03-27,SHASUNPHAR,OUT,nse_inclexcl
2016-04-01,SHILPAMED,IN,nse_inclexcl
2018-04-02,SHILPAMED,OUT,nse_inclexcl
2018-09-28,SHILPAMED,IN,nse_inclexcl
2020-06-26,SHILPAMED,OUT,nse_inclexcl
2022-05-04,SHILPAMED,IN,snapshot_diff
2023-04-04,SHILPAMED,OUT,snapshot_diff
2002-09-19,SHIRPUR-G,IN,nse_inclexcl
2005-04-20,SHIRPUR-G,OUT,nse_inclexcl
2016-04-29,SHK,IN,nse_inclexcl
2020-06-26,SHK,OUT,nse_inclexcl
2006-01-06,SHOPERSTOP,IN,nse_inclexcl
2017-03-31,SHOPERSTOP,OUT,nse_inclexcl
2017-09-29,SHOPERSTOP,IN,nse_inclexcl
2022-05-04,SHOPERSTOP,OUT,snapshot_diff
2022-10-09,SHOPERSTOP,IN,snapshot_diff
2026-05-30,SHOPERSTOP,OUT,snapshot_diff
1998-08-01,SHREECEM,IN,nse_inclexcl
1998-08-01,SHREEKRPET,IN,nse_inclexcl
1999-02-03,SHREEKRPET,OUT,nse_inclexcl
1998-08-01,SHREEKRPOL,IN,nse_inclexcl
1999-02-03,SHREEKRPOL,OUT,nse_inclexcl
2001-08-31,SHREERAMA,IN,nse_inclexcl
2006-03-02,SHREERAMA,OUT,nse_inclexcl
2022-10-09,SHRIRAMCIT,OUT,snapshot_diff
2003-09-05,SHRIRAMFIN,IN,nse_inclexcl
2023-04-04,SHRIRAMFIN,IN,snapshot_diff
2022-05-04,SHYAMMETL,IN,snapshot_diff
2000-09-03,SHYAMTEL,IN,nse_inclexcl
2006-07-25,SHYAMTEL,OUT,nse_inclexcl
1998-08-01,SIEMENS,IN,nse_inclexcl
2026-05-30,SIGNATURE,IN,snapshot_diff
1999-09-08,SILVERLINE,IN,nse_inclexcl
2003-04-07,SILVERLINE,OUT,nse_inclexcl
2006-03-02,SIMPLEXINF,IN,nse_inclexcl
2017-03-31,SIMPLEXINF,OUT,nse_inclexcl
2018-04-02,SIS,IN,nse_inclexcl
2023-04-04,SIS,OUT,snapshot_diff
2008-02-15,SITINET,IN,nse_inclexcl
2009-03-27,SITINET,OUT,nse_inclexcl
2015-09-28,SITINET,IN,nse_inclexcl
2017-03-31,SITINET,OUT,nse_inclexcl
2016-04-01,SJVN,IN,nse_inclexcl
1998-08-01,SKFINDIA,IN,nse_inclexcl
2026-05-30,SKFINDIA,OUT,snapshot_diff
2002-09-19,SKUMARSYNF,IN,nse_inclexcl
2008-04-24,SKUMARSYNF,OUT,nse_inclexcl
2008-09-10,SKUMARSYNF,IN,nse_inclexcl
2014-09-19,SKUMARSYNF,OUT,nse_inclexcl
2002-04-23,SMARTLINK,IN,nse_inclexcl
2010-04-08,SMARTLINK,OUT,nse_inclexcl
2004-01-02,SMLMAH,IN,nse_inclexcl
2009-03-27,SMLMAH,OUT,nse_inclexcl
2016-04-01,SMLMAH,IN,nse_inclexcl
2018-09-28,SMLMAH,OUT,nse_inclexcl
2016-04-01,SNOWMAN,IN,nse_inclexcl
2018-04-02,SNOWMAN,OUT,nse_inclexcl
2007-09-24,SOBHA,IN,nse_inclexcl
2022-05-04,SOLARA,IN,snapshot_diff
2022-10-09,SOLARA,OUT,snapshot_diff
2016-04-01,SOLARINDS,IN,nse_inclexcl
2016-04-01,SOMANYCERA,IN,nse_inclexcl
2018-04-02,SOMANYCERA,OUT,nse_inclexcl
2022-05-04,SONACOMS,IN,snapshot_diff
2000-09-03,SONATSOFTW,IN,nse_inclexcl
2002-03-29,SOUTHBANK,IN,nse_inclexcl
2022-05-04,SOUTHBANK,OUT,snapshot_diff
2019-12-27,SPANDANA,IN,nse_inclexcl
2022-05-04,SPANDANA,OUT,snapshot_diff
2013-03-07,SPARC,IN,nse_inclexcl
2013-09-27,SPARC,OUT,nse_inclexcl
2014-03-28,SPARC,IN,nse_inclexcl
2026-05-30,SPARC,OUT,snapshot_diff
1998-08-01,SPECIALSTL,IN,nse_inclexcl
2002-06-06,SPECIALSTL,OUT,nse_inclexcl
1998-08-01,SPIC,IN,nse_inclexcl
2004-12-10,SPIC,OUT,nse_inclexcl
2019-12-27,SPICEJET,IN,nse_inclexcl
2022-10-09,SPICEJET,OUT,snapshot_diff
2001-12-07,SPICFINE,IN,nse_inclexcl
2003-04-01,SPICFINE,OUT,nse_inclexcl
1998-08-01,SPLPETRO,IN,nse_inclexcl
2016-04-01,SPLPETRO,OUT,nse_inclexcl
2017-09-29,SPLPETRO,IN,nse_inclexcl
2018-04-02,SPLPETRO,OUT,nse_inclexcl
2026-05-30,SPLPETRO,IN,snapshot_diff
1999-12-08,SQRDSFWARE,IN,nse_inclexcl
2005-09-26,SQRDSFWARE,OUT,nse_inclexcl
2000-11-29,SQUAREDBIO,IN,nse_inclexcl
2001-12-07,SQUAREDBIO,OUT,nse_inclexcl
2002-09-19,SREINFRA,IN,nse_inclexcl
2019-09-27,SREINFRA,OUT,nse_inclexcl
1998-08-01,SRF,IN,nse_inclexcl
2015-09-28,SRIPIPES,IN,nse_inclexcl
2016-04-01,SRIPIPES,OUT,nse_inclexcl
2023-04-04,SRTRANSFIN,OUT,snapshot_diff
2018-02-05,STAR,OUT,nse_inclexcl
2018-09-28,STAR,IN,nse_inclexcl
2022-10-09,STAR,OUT,snapshot_diff
2017-11-20,STARCEMENT,IN,nse_inclexcl
2022-05-04,STARCEMENT,OUT,snapshot_diff
2022-05-04,STARHEALTH,IN,snapshot_diff
2003-12-05,STCINDIA,IN,nse_inclexcl
2012-04-27,STCINDIA,OUT,nse_inclexcl
2016-04-01,STCINDIA,IN,nse_inclexcl
2017-09-29,STCINDIA,OUT,nse_inclexcl
2001-12-07,STERLINBIO,IN,nse_inclexcl
2013-04-01,STERLINBIO,OUT,nse_inclexcl
2001-12-07,STLTECH,IN,nse_inclexcl
2016-01-18,STLTECH,OUT,nse_inclexcl
2017-03-31,STLTECH,IN,nse_inclexcl
2022-05-04,STLTECH,IN,snapshot_diff
2026-05-30,STLTECH,OUT,snapshot_diff
2022-05-04,STRTECH,OUT,snapshot_diff
1998-08-01,STYRENIX,IN,nse_inclexcl
2009-03-27,STYRENIX,OUT,nse_inclexcl
2016-04-01,STYRENIX,IN,nse_inclexcl
2016-09-30,STYRENIX,OUT,nse_inclexcl
1999-05-26,SUBROS,IN,nse_inclexcl
2002-04-23,SUBROS,OUT,nse_inclexcl
1998-08-01,SUDARSCHEM,IN,nse_inclexcl
2001-04-25,SUDARSCHEM,OUT,nse_inclexcl
2017-03-31,SUDARSCHEM,IN,nse_inclexcl
2023-04-04,SUDARSCHEM,OUT,snapshot_diff
2020-06-26,SUMICHEM,IN,nse_inclexcl
1998-08-01,SUMMITSEC,IN,nse_inclexcl
2009-03-27,SUMMITSEC,OUT,nse_inclexcl
1998-08-01,SUNCLAY,IN,nse_inclexcl
2008-04-24,SUNCLAY,OUT,nse_inclexcl
2019-04-15,SUNCLAY,IN,nse_inclexcl
2020-06-26,SUNCLAY,OUT,nse_inclexcl
1999-02-03,SUNDARMFIN,IN,nse_inclexcl
2017-11-13,SUNDARMFIN,OUT,nse_inclexcl
2018-09-28,SUNDARMFIN,IN,nse_inclexcl
2002-09-19,SUNDRMBRAK,IN,nse_inclexcl
2008-09-10,SUNDRMBRAK,OUT,nse_inclexcl
1998-08-01,SUNDRMFAST,IN,nse_inclexcl
2026-05-30,SUNDRMFAST,OUT,snapshot_diff
1998-08-01,SUNDROP,IN,nse_inclexcl
2016-04-01,SUNDROP,OUT,nse_inclexcl
1998-08-01,SUNPHARMA,IN,nse_inclexcl
2010-11-25,SUNTECK,IN,nse_inclexcl
2026-05-30,SUNTECK,OUT,snapshot_diff
2006-09-22,SUNTV,IN,nse_inclexcl
2016-09-30,SUPRAJIT,IN,nse_inclexcl
2017-03-31,SUPRAJIT,OUT,nse_inclexcl
2017-09-29,SUPRAJIT,IN,nse_inclexcl
2018-04-02,SUPRAJIT,OUT,nse_inclexcl
2019-03-29,SUPRAJIT,IN,nse_inclexcl
2026-05-30,SUPRAJIT,OUT,snapshot_diff
1998-08-01,SUPREMEIND,IN,nse_inclexcl
2012-09-28,SUPREMEINF,IN,nse_inclexcl
2016-04-01,SUPREMEINF,OUT,nse_inclexcl
2004-12-10,SURYALAXMI,IN,nse_inclexcl
2005-04-06,SURYALAXMI,OUT,nse_inclexcl
2002-09-19,SURYAROSNI,IN,nse_inclexcl
2012-04-27,SURYAROSNI,OUT,nse_inclexcl
2015-03-27,SUVEN,IN,nse_inclexcl
2020-01-16,SUVEN,OUT,nse_inclexcl
2022-05-04,SUVENPHAR,IN,snapshot_diff
2026-05-30,SUVENPHAR,OUT,snapshot_diff
2006-03-23,SUZLON,IN,nse_inclexcl
2013-04-01,SWANCORP,IN,nse_inclexcl
2026-05-30,SWANCORP,IN,snapshot_diff
2022-05-04,SWANENERGY,OUT,snapshot_diff
2022-10-09,SWANENERGY,IN,snapshot_diff
2026-05-30,SWANENERGY,OUT,snapshot_diff
1998-08-01,SWARAJENG,IN,nse_inclexcl
2016-04-01,SWARAJENG,OUT,nse_inclexcl
2026-05-30,SWIGGY,IN,snapshot_diff
2020-03-19,SWSOLAR,IN,nse_inclexcl
2026-05-30,SWSOLAR,OUT,snapshot_diff
2015-09-28,SYMPHONY,IN,nse_inclexcl
2023-04-04,SYMPHONY,OUT,snapshot_diff
2024-02-26,SYMPHONY,IN,snapshot_diff
2026-05-30,SYMPHONY,OUT,snapshot_diff
2016-04-01,SYNGENE,IN,nse_inclexcl
2024-02-26,SYRMA,IN,snapshot_diff
2002-04-23,TAJGVK,IN,nse_inclexcl
